,year,state
10750,2008,IA
10751,2008,CO
10752,2008,NC
10753,2008,NC
10754,2008,MA
10755,2008,AZ
10756,2008,AK
10757,2008,AK
10758,2008,NC
10759,2008,NC
10760,2008,OR
10761,2008,NY
10762,2008,PA
10763,2008,NC
10764,2008,ME
10765,2008,MA
10766,2008,CO
10767,2008,WI
10768,2008,OH
10769,2008,TN
10770,2008,KS
10771,2008,CA
10772,2008,SC
10773,2008,CA
10774,2008,CA
10775,2008,NC
10776,2008,TX
10777,2008,CA
10778,2008,LA
10779,2008,CA
10780,2008,UT
10781,2008,FL
10782,2008,WA
10783,2008,IL
10784,2008,KY
10785,2008,MO
10786,2008,TX
10787,2008,CA
10788,2008,FL
10789,2008,MA
10790,2008,LA
10791,2008,MO
10792,2008,TX
10793,2009,CA
10794,2009,FL
10795,2009,CA
10796,2009,CA
10797,2009,CA
10798,2009,TX
10799,2009,FL
10800,2009,CA
10801,2009,CA
10802,2009,LA
10803,2009,MI
10804,2009,CA
10805,2009,FL
10806,2009,AK
10807,2009,OH
10808,2009,CA
10809,2009,NC
10810,2009,TN
10811,2009,CA
10812,2009,CT
10813,2009,IN
10814,2009,SC
10815,2009,CA
10816,2009,KY
10817,2009,NC
10818,2009,MI
10819,2009,TX
10820,2009,MN
10821,2009,NC
10822,2009,WA
10823,2009,MN
10824,2009,IA
10825,2009,NJ
10827,2009,AK
10828,2009,FL
10829,2009,FL
10830,2009,NY
10831,2009,CO
10832,2009,CO
10833,2009,NY
10834,2009,FL
10835,2009,NC
10836,2009,CT
10837,2009,TN
10838,2009,AR
10839,2009,VA
10840,2009,VA
10841,2009,OH
10842,2009,PA
10843,2009,IN
10844,2009,FL
10845,2009,PA
10846,2009,CO
10847,2009,CA
10848,2009,CA
10849,2009,CA
10850,2009,CA
10851,2009,UT
10852,2009,CA
10853,2009,AZ
10854,2009,NJ
10855,2009,NC
10856,2009,CA
10857,2009,WA
10858,2009,IL
10859,2009,SC
10860,2009,NY
10861,2009,NJ
10862,2009,NJ
10863,2009,WI
10864,2009,FL
10865,2009,CA
10866,2009,CA
10867,2009,CA
10868,2009,TX
10869,2009,LA
10870,2009,AZ
10871,2009,TX
10872,2009,CA
10873,2009,CA
10874,2009,SC
10875,2009,AR
10876,2009,CA
10877,2009,GA
10878,2009,MS
10879,2009,TX
10880,2009,CA
10881,2009,WI
10882,2009,MO
10883,2009,NC
10884,2009,SC
10885,2009,CA
10886,2009,NC
10887,2009,CA
10888,2009,AL
10889,2009,FL
10890,2009,FL
10891,2009,MS
10892,2009,PA
10893,2009,AR
10894,2009,GA
10895,2009,RI
10896,2009,NJ
10897,2009,OR
10898,2009,AZ
10899,2009,FL
10900,2009,TX
10901,2009,OH
10902,2009,CA
10903,2009,FL
10904,2009,FL
10905,2009,TX
10906,2009,LA
10907,2009,UT
10908,2009,WA
10910,2009,CA
10911,2009,FL
10912,2009,CA
10913,2009,CA
10914,2009,CA
10915,2009,DE
10916,2009,FL
10917,2009,OR
10918,2009,HI
10919,2009,SC
10920,2009,FL
10921,2009,CA
10922,2009,NC
10923,2009,KY
10924,2009,PA
10925,2009,MT
10926,2009,MO
10927,2009,LA
10928,2009,FL
10929,2009,FL
10930,2009,PA
10931,2009,NJ
10932,2009,NY
10933,2009,SC
10934,2009,CA
10935,2009,LA
10936,2009,IL
10937,2009,TX
10938,2009,KY
10939,2009,CA
10940,2009,CA
10941,2009,IN
10942,2009,CA
10943,2009,PA
10944,2009,CA
10945,2009,GA
10946,2009,SC
10947,2009,CA
10948,2009,OR
10949,2009,NY
10950,2009,GA
10951,2009,TX
10952,2009,PA
10953,2009,WA
10954,2009,OR
10955,2009,CA
10957,2009,NC
10958,2009,CA
10959,2009,GA
10960,2009,IA
10961,2009,NJ
10962,2009,CA
10963,2009,PA
10964,2009,MI
10965,2009,KY
10966,2009,MD
10967,2009,MO
10968,2009,NC
10969,2009,IL
10970,2009,AZ
10971,2009,NC
10972,2009,CA
10973,2009,TX
10974,2009,AL
10975,2009,ME
10976,2009,CT
10977,2009,KS
10978,2009,NY
10979,2009,GA
10980,2009,NY
10981,2009,FL
10982,2009,CA
10983,2009,VA
10984,2009,SC
10985,2009,CA
10986,2009,CA
10987,2009,FL
10988,2009,AZ
10989,2009,CA
10990,2009,MN
10991,2009,NM
10992,2009,WA
10993,2009,CA
10994,2009,GA
10995,2009,GA
10996,2009,CA
10997,2009,MI
10998,2009,NY
10999,2009,CA
11000,2009,CA
11001,2009,CA
11002,2009,CA
11003,2009,OH
11004,2009,TX
11005,2009,TX
11006,2009,FL
11007,2009,NJ
11008,2009,CA
11009,2009,TX
11010,2009,TX
11011,2009,CA
11012,2009,MO
11013,2009,AZ
11014,2009,VT
11015,2009,CA
11016,2009,WA
11017,2009,CA
11018,2009,FL
11019,2009,CA
11020,2009,CA
11021,2009,CA
11022,2009,CA
11023,2009,CA
11024,2009,CA
11025,2009,CA
11026,2009,AZ
11027,2009,CA
11028,2009,CA
11029,2009,TX
11030,2009,CA
11031,2009,CA
11032,2009,WA
11033,2009,FL
11034,2009,OR
11035,2009,WA
11036,2009,FL
11037,2009,CA
11038,2009,RI
11039,2009,CA
11040,2009,ID
11041,2009,NC
11042,2009,WA
11043,2009,WA
11044,2009,PA
11045,2009,CA
11046,2009,CA
11047,2009,TX
11048,2009,NY
11049,2009,FL
11050,2009,CA
11051,2009,NM
11052,2009,AK
11053,2009,CA
11054,2009,WI
11055,2009,CA
11056,2009,IL
11057,2009,KS
11058,2009,MO
11059,2009,CA
11060,2009,NJ
11061,2009,IN
11062,2009,FL
11063,2009,WI
11064,2009,CA
11065,2009,CO
11066,2009,NY
11067,2009,DE
11068,2009,CA
11069,2009,NJ
11070,2009,TN
11071,2009,TX
11072,2009,KY
11073,2009,FL
11074,2009,MS
11075,2009,MS
11076,2009,GA
11077,2009,NV
11078,2009,OH
11079,2009,SC
11080,2009,MS
11081,2009,FL
11082,2009,MI
11083,2009,PA
11084,2009,CT
11085,2009,MN
11086,2009,LA
11087,2009,MA
11088,2009,NJ
11089,2009,PA
11090,2009,IA
11091,2009,WA
11092,2009,TX
11093,2009,TX
11094,2009,MA
11095,2009,TX
11096,2009,KY
11097,2009,MA
11098,2009,CA
11099,2009,LA
11100,2009,MO
11101,2009,MO
11102,2009,AK
11103,2009,IL
11104,2009,VT
11105,2009,TX
11106,2009,MI
11107,2009,KY
11108,2009,PA
11109,2009,NJ
11110,2009,AL
11111,2009,NC
11112,2009,OH
11113,2009,AZ
11114,2009,MO
11115,2009,FL
11116,2009,NY
11117,2009,WA
11118,2009,WI
11119,2009,CA
11120,2009,OK
11121,2009,NY
11122,2009,NJ
11123,2009,NJ
11124,2009,FL
11125,2009,NJ
11126,2009,NJ
11127,2009,CA
11128,2009,VA
11129,2009,UT
11130,2009,MN
11131,2009,CT
11132,2009,TX
11133,2009,CA
11134,2009,ME
11135,2009,TX
11136,2009,KY
11137,2009,VA
11138,2009,AZ
11139,2009,CA
11140,2009,CA
11141,2009,ID
11142,2009,NY
11143,2009,GA
11144,2009,IL
11145,2009,NY
11146,2009,ME
11147,2009,TX
11148,2009,TX
11149,2009,TX
11150,2009,CT
11151,2009,TX
11152,2009,TX
11153,2009,NJ
11154,2009,NJ
11155,2009,CA
11156,2009,MO
11157,2009,PA
11158,2009,CA
11159,2009,CA
11160,2009,WA
11161,2009,MT
11162,2009,NJ
11163,2009,TX
11164,2009,KY
11165,2009,TX
11166,2009,LA
11167,2009,MD
11168,2009,NM
11169,2009,NV
11170,2009,NE
11171,2009,MO
11172,2009,LA
11173,2009,CA
11174,2009,CA
11175,2009,IN
11176,2009,TX
11177,2009,CA
11178,2009,FL
11179,2009,ID
11180,2009,LA
11181,2009,TX
11182,2009,CA
11183,2009,CA
11184,2009,LA
11185,2009,CO
11186,2009,TX
11187,2009,FL
11188,2009,CA
11189,2009,FL
11191,2009,CA
11192,2009,CA
11193,2009,CA
11194,2009,IL
11195,2009,TX
11196,2009,VA
11197,2009,VA
11198,2009,NJ
11199,2009,WI
11200,2009,TN
11201,2009,IA
11202,2009,CA
11203,2009,GA
11204,2009,KY
11205,2009,NJ
11206,2009,CA
11207,2009,OR
11208,2009,CA
11209,2009,TX
11210,2009,WA
11211,2009,CA
11212,2009,TX
11213,2009,CA
11214,2009,IL
11215,2009,CO
11216,2009,IL
11217,2009,CA
11218,2009,GA
11219,2009,CO
11220,2009,NY
11221,2009,CO
11222,2009,TX
11223,2009,TX
11224,2009,OK
11225,2009,CA
11226,2009,FL
11227,2009,NY
11228,2009,CA
11229,2009,WA
11230,2009,TX
11231,2009,PA
11232,2009,AR
11233,2009,CA
11234,2009,AL
11235,2009,OH
11236,2009,NY
11237,2009,AR
11238,2009,TX
11239,2009,CA
11240,2009,NY
11241,2009,LA
11242,2009,TX
11243,2009,TX
11244,2009,TN
11245,2009,IN
11246,2009,NE
11247,2009,WA
11248,2009,MT
11249,2009,WA
11250,2009,IN
11251,2009,AZ
11252,2009,AL
11253,2009,CA
11254,2009,FL
11255,2009,TX
11256,2009,TX
11257,2009,LA
11258,2009,CA
11259,2009,FL
11260,2009,TX
11261,2009,OH
11262,2009,MO
11263,2009,NY
11264,2009,MO
11265,2009,VA
11266,2009,TX
11267,2009,NJ
11268,2009,NY
11269,2009,NE
11270,2009,NC
11271,2009,GA
11272,2009,KY
11273,2009,SC
11274,2009,CA
11275,2009,NJ
11276,2009,NC
11277,2009,NJ
11278,2009,WI
11279,2009,MN
11280,2009,MI
11281,2009,VA
11282,2009,WI
11283,2009,AR
11284,2009,WI
11285,2009,MI
11286,2009,VA
11287,2009,CA
11288,2009,NY
11289,2009,NJ
11290,2009,NY
11291,2009,WA
11292,2009,MD
11293,2009,IN
11294,2009,AZ
11295,2009,NC
11296,2009,MN
11297,2009,NC
11298,2009,CA
11299,2009,MO
11300,2009,TX
11301,2009,IA
11302,2009,TN
11303,2009,CA
11304,2009,CA
11305,2009,KY
11306,2009,NC
11307,2009,OH
11308,2009,WA
11309,2009,CO
11310,2009,OK
11311,2009,TN
11312,2009,AZ
11313,2009,GA
11314,2009,WA
11315,2009,OH
11316,2009,CA
11317,2009,WA
11318,2009,WV
11319,2009,CA
11320,2009,CA
11321,2009,GA
11322,2009,GA
11323,2009,CA
11324,2009,CA
11325,2009,CA
11326,2009,SC
11327,2009,MD
11328,2009,WI
11329,2009,AR
11330,2009,NJ
11331,2009,OH
11332,2009,CA
11333,2009,AL
11334,2009,WV
11335,2009,FL
11336,2009,GA
11337,2009,CA
11338,2009,PA
11340,2009,NC
11341,2009,TX
11342,2009,OH
11343,2009,KY
11344,2009,OH
11345,2009,KY
11346,2009,KY
11347,2009,KY
11348,2009,NY
11349,2009,PA
11350,2009,ME
11351,2009,PA
11352,2009,AZ
11353,2009,AZ
11354,2009,WA
11355,2009,FL
11356,2009,KS
11357,2009,CT
11358,2009,WA
11359,2009,IL
11360,2009,TX
11361,2009,CA
11362,2009,WA
11363,2009,NC
11364,2009,SC
11365,2009,TN
11366,2009,TX
11367,2009,AZ
11368,2009,MO
11369,2009,CT
11370,2009,CT
11371,2009,NJ
11372,2009,TX
11373,2009,PA
11374,2009,WA
11375,2009,WA
11376,2009,KS
11377,2009,PA
11378,2009,LA
11379,2009,CT
11380,2009,TN
11381,2009,AL
11382,2009,CA
11383,2009,NY
11384,2009,NH
11385,2009,MA
11386,2009,LA
11387,2009,CT
11388,2009,IL
11389,2009,NY
11390,2009,NJ
11391,2009,NJ
11392,2009,NJ
11393,2009,NJ
11394,2009,NJ
11395,2009,PA
11396,2009,CA
11397,2009,CA
11398,2009,PA
11399,2009,CA
11400,2009,PA
11401,2009,MI
11402,2009,TX
11403,2009,VA
11404,2009,CA
11405,2009,TN
11406,2009,NJ
11407,2009,VA
11408,2009,CA
11409,2009,NJ
11410,2009,IL
11411,2009,CA
11412,2009,NJ
11413,2009,AZ
11414,2009,NY
11415,2009,FL
11416,2009,CA
11417,2009,NJ
11418,2009,CT
11419,2009,VA
11420,2009,CA
11421,2009,AK
11422,2009,MA
11423,2009,LA
11424,2009,CA
11425,2009,NY
11426,2009,ID
11427,2009,NY
11428,2009,OK
11429,2009,CA
11430,2009,AZ
11431,2009,MD
11432,2009,TX
11433,2009,TX
11434,2009,CA
11435,2009,LA
11436,2009,GA
11437,2009,PA
11438,2009,TN
11439,2009,AZ
11440,2009,IL
11441,2009,DE
11442,2009,TX
11443,2009,AZ
11444,2009,CA
11445,2009,FL
11446,2009,TX
11447,2009,CA
11448,2009,MI
11449,2009,MS
11450,2009,FL
11451,2009,NJ
11452,2009,CA
11453,2009,CA
11454,2009,CA
11455,2009,CA
11456,2009,CA
11457,2009,MO
11458,2009,CA
11459,2009,FL
11460,2009,CA
11461,2009,CA
11462,2009,MA
11463,2009,MA
11464,2009,OH
11465,2009,NC
11466,2009,WA
11467,2009,WA
11468,2009,CT
11469,2009,FL
11470,2009,NH
11471,2009,CO
11472,2009,AL
11473,2009,LA
11474,2009,MD
11475,2009,WA
11476,2009,NY
11477,2009,CT
11478,2009,MA
11479,2009,AZ
11480,2009,CO
11481,2009,MT
11482,2009,KS
11483,2009,TX
11484,2009,TX
11485,2009,CA
11486,2009,MD
11487,2009,MA
11488,2009,OR
11489,2009,NY
11490,2009,UT
11491,2009,VA
11492,2009,WA
11493,2009,NY
11494,2009,WA
11496,2009,CA
11497,2009,UT
11498,2009,CA
11499,2009,TX
11500,2009,NV
11501,2009,MO
11502,2009,CA
11503,2009,CA
11504,2009,NY
11505,2009,CO
11506,2009,IL
11507,2009,CA
11508,2009,TX
11509,2009,OR
11510,2009,WV
11511,2009,FL
11512,2009,CA
11513,2009,NJ
11514,2009,FL
11515,2009,GA
11516,2009,IL
11517,2009,OH
11518,2009,MO
11519,2009,MA
11520,2009,NY
11521,2009,WA
11522,2009,IL
11523,2009,WA
11524,2009,TX
11525,2009,IA
11526,2009,NC
11527,2009,CT
11528,2009,CO
11529,2009,FL
11530,2009,OH
11531,2009,KY
11532,2009,UT
11533,2009,WA
11534,2009,TX
11535,2009,CA
11536,2009,SC
11537,2009,CA
11538,2009,CA
11539,2009,AZ
11540,2009,PA
11541,2009,FL
11542,2009,FL
11543,2009,WA
11544,2009,WI
11545,2009,CO
11546,2009,NY
11547,2009,NC
11548,2009,TN
11549,2009,MD
11550,2009,VA
11551,2009,NH
11552,2009,PA
11553,2009,UT
11554,2009,MN
11555,2009,FL
11556,2009,MA
11557,2009,NC
11558,2009,OR
11559,2009,GA
11560,2009,NY
11561,2009,TX
11562,2009,TX
11563,2009,MD
11564,2009,FL
11565,2009,VA
11566,2009,AZ
11567,2009,CA
11568,2009,MA
11569,2009,MA
11570,2009,NY
11571,2009,FL
11572,2009,CA
11573,2009,FL
11574,2009,MA
11575,2009,CA
11576,2009,UT
11577,2009,CA
11578,2009,IL
11579,2009,FL
11580,2009,TN
11581,2009,CA
11582,2009,ID
11583,2009,NJ
11584,2009,NY
11585,2009,MO
11586,2009,PA
11587,2009,NC
11588,2009,FL
11589,2009,CA
11590,2009,FL
11591,2009,CA
11592,2009,FL
11593,2009,CO
11594,2009,IL
11595,2009,FL
11596,2009,IL
11597,2009,AZ
11598,2009,MI
11599,2009,AZ
11600,2009,UT
11601,2009,CA
11602,2009,CA
11603,2009,IA
11604,2009,NY
11605,2009,WA
11606,2009,AZ
11607,2009,ME
11608,2009,OH
11609,2009,NY
11610,2009,CA
11611,2009,FL
11612,2009,CA
11613,2009,CA
11614,2009,IN
11615,2009,AZ
11616,2009,NY
11617,2009,IA
11618,2009,CA
11619,2009,OK
11620,2009,TX
11621,2009,MI
11622,2009,FL
11623,2009,FL
11624,2009,IL
11625,2009,IL
11626,2009,IL
11627,2009,CO
11628,2009,AZ
11629,2009,CA
11630,2009,IA
11631,2009,MI
11632,2009,MI
11633,2009,CA
11634,2009,CO
11635,2009,CA
11636,2009,FL
11637,2009,IL
11638,2009,NY
11639,2009,SC
11640,2009,CA
11641,2009,VA
11642,2009,OH
11643,2009,KY
11644,2009,KY
11645,2009,CA
11646,2009,IA
11647,2009,WI
11648,2009,NC
11649,2009,TN
11650,2009,CT
11651,2009,IA
11652,2009,SD
11653,2009,IN
11654,2009,FL
11655,2009,IN
11656,2009,MI
11657,2009,WV
11658,2009,WA
11659,2009,WA
11660,2009,NC
11661,2009,TN
11662,2009,AL
11663,2009,NC
11664,2009,NM
11665,2009,IL
11666,2009,MO
11667,2009,WA
11669,2009,AZ
11670,2009,MS
11671,2009,WA
11672,2009,AR
11673,2009,CA
11674,2009,OR
11675,2009,CA
11676,2009,GA
11677,2009,GA
11678,2009,OH
11679,2009,IN
11680,2009,CA
11681,2009,NJ
11682,2009,OR
11683,2009,PA
11684,2009,CA
11685,2009,UT
11686,2009,UT
11687,2009,NC
11688,2009,TX
11689,2009,AZ
11690,2009,WA
11691,2009,CO
11692,2009,NY
11693,2009,MI
11694,2009,NH
11695,2009,CA
11696,2009,AZ
11697,2009,CO
11698,2009,WV
11699,2009,OH
11700,2009,AZ
11701,2009,SC
11702,2009,CT
11703,2009,NH
11704,2009,PA
11705,2009,FL
11706,2009,PA
11707,2009,AL
11708,2009,KS
11709,2009,OK
11710,2009,CA
11711,2009,PA
11712,2009,VA
11713,2009,TX
11714,2009,AZ
11715,2009,CA
11716,2009,WA
11717,2009,CA
11718,2009,CA
11719,2009,CA
11720,2009,OH
11721,2009,MA
11722,2009,NC
11723,2009,GA
11724,2009,NJ
11725,2009,AZ
11726,2009,NV
11727,2009,MN
11728,2009,CA
11729,2009,CA
11730,2009,CA
11731,2009,SC
11732,2009,CA
11733,2009,NM
11734,2009,CA
11735,2009,WA
11736,2009,MO
11737,2009,CA
11738,2009,IN
11739,2009,PA
11740,2009,WA
11741,2009,MO
11742,2009,MD
11743,2009,VA
11744,2009,NC
11745,2009,VA
11746,2009,VA
11747,2009,OR
11748,2009,VA
11749,2009,AZ
11750,2009,IL
11751,2009,NC
11752,2009,IL
11753,2009,TX
11754,2009,IN
11755,2009,MI
11756,2009,NM
11757,2009,KY
11758,2009,MA
11759,2009,NY
11760,2009,CA
11761,2009,MI
11762,2009,CA
11763,2009,NJ
11764,2009,TX
11765,2009,CT
11766,2009,AZ
11767,2009,ME
11768,2009,CA
11769,2009,AK
11770,2009,CO
11771,2009,MO
11772,2009,CA
11773,2009,IL
11774,2009,FL
11775,2009,FL
11776,2009,MS
11777,2009,NY
11778,2009,OH
11779,2009,NE
11780,2009,TX
11781,2009,MA
11782,2009,PA
11783,2009,NC
11784,2009,MA
11785,2009,MD
11786,2009,KY
11787,2009,FL
11788,2009,MS
11789,2009,FL
11790,2009,GA
11791,2009,KY
11792,2009,CT
11793,2009,NC
11794,2009,PA
11795,2009,FL
11796,2009,AZ
11797,2009,GA
11798,2009,OH
11799,2009,CA
11800,2009,PA
11801,2009,NC
11802,2009,CA
11803,2009,MN
11804,2009,MO
11805,2009,MD
11806,2009,WV
11807,2009,TX
11808,2009,CA
11809,2009,NJ
11810,2009,WA
11811,2009,IL
11812,2009,FL
11813,2009,TN
11814,2009,MO
11815,2009,IN
11816,2009,IA
11817,2009,TN
11818,2009,CA
11819,2009,WA
11820,2009,TX
11821,2009,TX
11822,2009,FL
11823,2009,FL
11824,2009,FL
11825,2009,FL
11826,2009,NV
11827,2009,TX
11828,2009,FL
11829,2009,NM
11830,2009,AR
11831,2009,CA
11832,2009,OH
11833,2009,NC
11834,2009,FL
11835,2009,WA
11836,2009,NY
11837,2009,NC
11838,2009,NC
11839,2009,FL
11840,2009,OH
11841,2009,FL
11842,2009,MA
11843,2009,FL
11844,2009,LA
11845,2009,MN
11846,2009,NJ
11847,2009,NM
11848,2009,VA
11849,2009,ND
11850,2009,CA
11851,2009,CA
11852,2009,MI
11853,2009,TX
11854,2009,TX
11855,2009,TX
11856,2009,MO
11857,2009,OK
11858,2009,NV
11859,2009,ID
11860,2009,FL
11861,2009,GA
11862,2009,IL
11863,2009,PA
11864,2009,CA
11865,2009,WI
11866,2009,WI
11867,2009,VA
11868,2009,CA
11869,2009,OR
11870,2009,MA
11871,2009,PA
11872,2009,WV
11873,2009,FL
11874,2009,CT
11875,2009,NC
11876,2009,MA
11877,2009,NV
11878,2009,OH
11879,2009,OH
11880,2009,OH
11881,2009,IN
11882,2009,OH
11883,2009,MS
11884,2009,LA
11885,2009,CA
11886,2009,CA
11887,2009,ME
11888,2009,TN
11889,2009,PA
11890,2009,AZ
11891,2009,SC
11892,2009,WV
11893,2009,WA
11894,2009,IL
11895,2009,NC
11896,2009,VA
11897,2009,GA
11898,2009,MI
11899,2009,NC
11900,2009,KS
11901,2009,CA
11902,2009,TX
11903,2009,AZ
11904,2009,OR
11905,2009,FL
11906,2009,FL
11907,2009,CA
11908,2009,MI
11909,2009,DE
11910,2009,LA
11911,2009,TX
11912,2009,NY
11913,2009,AZ
11914,2009,MA
11915,2009,CA
11916,2009,NH
11917,2009,NY
11918,2009,CA
11919,2009,CA
11920,2009,WA
11921,2009,CA
11922,2009,CA
11923,2009,NC
11924,2009,VT
11925,2009,GA
11926,2009,IA
11927,2009,TX
11928,2009,TX
11929,2009,OH
11930,2009,NM
11931,2009,CO
11932,2009,TX
11933,2009,MI
11934,2009,NM
11935,2009,AZ
11936,2009,WA
11937,2009,WA
11938,2009,CO
11939,2009,OK
11940,2009,MO
11941,2009,NY
11942,2009,FL
11943,2009,CA
11944,2009,CA
11945,2009,MD
11946,2009,CA
11947,2009,MN
11948,2009,NM
11949,2009,CA
11950,2009,OR
11951,2009,PA
11952,2009,PA
11953,2009,KY
11954,2009,MI
11955,2009,PA
11956,2009,IN
11957,2009,TN
11958,2009,OH
11959,2009,RI
11960,2009,FL
11961,2009,NV
11962,2009,LA
11963,2009,KY
11964,2009,WV
11965,2009,IN
11966,2009,SC
11967,2009,FL
11968,2009,VT
11969,2009,FL
11970,2009,WA
11971,2009,ME
11972,2009,GA
11973,2009,IL
11974,2009,VA
11975,2009,AZ
11976,2009,NY
11977,2009,CA
11978,2009,IA
11979,2009,CA
11980,2009,OH
11981,2009,CA
11982,2009,TN
11983,2009,MO
11984,2009,NY
11985,2009,AZ
11986,2009,CA
11987,2009,AZ
11988,2009,AZ
11989,2009,ME
11990,2009,NY
11991,2009,WA
11992,2009,MI
11993,2009,OR
11994,2009,WA
11995,2009,GA
11996,2009,PA
11997,2009,NC
11998,2009,CO
11999,2009,NC
12000,2009,NC
12001,2009,TN
12002,2009,NC
12003,2009,NC
12004,2009,NY
12005,2009,CO
12006,2009,KY
12007,2009,AZ
12008,2009,NC
12009,2009,CA
12010,2009,AZ
12011,2009,WA
12012,2009,VT
12013,2009,NM
12014,2009,TX
12015,2009,IN
12016,2009,CA
12017,2009,WA
12018,2009,TX
12019,2009,CA
12020,2009,MI
12021,2009,PA
12022,2009,MS
12023,2009,IL
12024,2009,PA
12025,2009,NM
12026,2009,NJ
12027,2009,PA
12028,2009,WA
12029,2009,IA
12030,2009,GA
12031,2009,NY
12032,2009,TX
12033,2009,CA
12034,2009,MI
12035,2009,VA
12036,2009,MI
12037,2009,OR
12038,2009,AL
12039,2009,HI
12040,2009,MO
12041,2009,MA
12042,2009,WI
12043,2009,CA
12044,2009,IN
12045,2009,FL
12046,2009,MA
12047,2009,WA
12048,2009,SC
12049,2009,FL
12051,2009,MN
12052,2009,AZ
12053,2009,AZ
12054,2009,FL
12055,2009,CO
12056,2009,CO
12057,2009,CA
12058,2009,MO
12059,2009,SD
12060,2009,NV
12061,2009,CO
12062,2009,VA
12063,2009,CA
12064,2009,CA
12065,2009,NV
12066,2009,CA
12067,2009,AZ
12068,2009,VA
12069,2009,PA
12070,2009,WA
12071,2009,NY
12072,2009,WA
12073,2009,NJ
12074,2009,NY
12075,2009,MO
12076,2009,CA
12077,2009,LA
12078,2009,CA
12079,2009,TX
12080,2009,CA
12081,2009,CA
12082,2009,OH
12083,2009,MO
12084,2009,FL
12085,2009,MO
12086,2009,CA
12087,2009,FL
12088,2009,NY
12089,2009,ME
12090,2009,IL
12091,2009,CA
12092,2009,NY
12093,2009,NH
12094,2009,MS
12095,2009,FL
12096,2009,NC
12097,2009,IN
12098,2009,CA
12099,2009,CA
12100,2009,CA
12101,2009,CA
12102,2009,CA
12103,2009,PA
12104,2009,OK
12105,2009,CA
12106,2009,NC
12107,2009,TX
12108,2009,SD
12109,2009,TX
12110,2009,FL
12111,2009,OR
12112,2009,IN
12113,2009,OK
12114,2009,FL
12115,2009,NY
12116,2009,IA
12117,2009,CA
12118,2009,CA
12119,2009,CA
12120,2009,CA
12121,2009,TX
12122,2009,AZ
12123,2009,CA
12124,2009,CT
12125,2009,OK
12126,2009,WA
12127,2009,MO
12128,2009,NM
12129,2009,OR
12130,2009,WA
12131,2009,WA
12132,2009,FL
12133,2009,ND
12134,2009,CA
12135,2009,AL
12136,2009,CO
12137,2009,NM
12138,2009,NM
12139,2009,NM
12140,2009,CA
12141,2009,IL
12142,2009,GA
12143,2009,NC
12144,2009,SD
12145,2009,VA
12146,2009,NV
12147,2009,AZ
12148,2009,CA
12149,2009,WV
12150,2009,AZ
12151,2009,AZ
12152,2009,AZ
12153,2009,AZ
12154,2009,AZ
12155,2009,AZ
12156,2009,AZ
12157,2009,NV
12158,2009,MI
12159,2009,PA
12160,2009,SD
12161,2009,NJ
12162,2009,MA
12163,2009,AZ
12164,2009,GA
12165,2009,OH
12166,2009,OH
12167,2009,TN
12168,2009,NE
12169,2009,VT
12170,2009,PA
12171,2009,OR
12172,2009,NY
12173,2009,NY
12174,2009,MN
12175,2009,NC
12176,2009,NC
12177,2009,WI
12178,2009,IL
12179,2009,ME
12180,2009,MI
12181,2009,NY
12182,2009,NY
12183,2009,TX
12184,2009,VA
12185,2009,WA
12186,2009,NJ
12187,2009,VT
12188,2009,ME
12189,2009,KY
12190,2009,MT
12191,2009,CA
12192,2009,NC
12193,2009,WA
12194,2009,FL
12195,2009,OH
12196,2009,TX
12197,2009,WA
12198,2009,OH
12199,2009,WA
12200,2009,MN
12201,2009,WA
12202,2009,OH
12203,2009,PA
12204,2009,NM
12205,2009,GA
12206,2009,WI
12207,2009,MA
12208,2009,WA
12209,2009,AZ
12210,2009,TX
12211,2009,ME
12212,2009,WA
12213,2009,MN
12214,2009,NY
12215,2009,OH
12216,2009,IL
12217,2009,NJ
12218,2009,KY
12219,2009,AZ
12220,2009,MN
12221,2009,ND
12222,2009,AZ
12223,2009,AZ
12224,2009,TX
12225,2009,PA
12226,2009,CA
12227,2009,NJ
12228,2009,AK
12229,2009,TN
12230,2009,SD
12231,2009,TX
12232,2009,TX
12233,2009,TX
12234,2009,PA
12235,2009,CA
12236,2009,FL
12237,2009,WA
12238,2009,NC
12239,2009,LA
12240,2009,GA
12241,2009,FL
12242,2009,CO
12243,2009,NC
12244,2009,SC
12245,2009,AZ
12246,2009,SC
12247,2009,CA
12248,2009,SC
12249,2009,SC
12250,2009,SC
12251,2009,SC
12252,2009,SC
12254,2009,TX
12255,2009,NM
12256,2009,CA
12257,2009,NM
12258,2009,AZ
12259,2009,AZ
12260,2009,UT
12261,2009,NM
12262,2009,NM
12263,2009,TN
12264,2009,GA
12265,2009,TN
12266,2009,PA
12267,2009,TX
12268,2009,WA
12269,2009,TN
12270,2009,TN
12271,2009,NC
12272,2009,TN
12273,2009,MD
12274,2009,TX
12275,2009,DE
12276,2009,NY
12277,2009,IN
12278,2009,CO
12279,2009,RI
12280,2009,PA
12281,2009,KS
12282,2009,VA
12283,2009,NJ
12284,2009,OK
12285,2009,PA
12286,2009,TX
12287,2009,IL
12288,2009,WA
12289,2009,KY
12290,2009,GA
12291,2009,UT
12292,2009,CO
12293,2009,NC
12294,2009,WA
12295,2009,LA
12296,2009,OH
12297,2009,OH
12298,2009,WV
12299,2009,IL
